#tempo (dias)   fluxo(electrons/sec)
1.007730000000000015e+00,2.629728826530000195e+06
1.007730000000000015e+00,2.630052806119999848e+06
1.007730000000000015e+00,2.630895153059999924e+06
1.007730000000000015e+00,2.629599234689999837e+06
1.007730000000000015e+00,2.630603571430000011e+06
1.007730000000000015e+00,2.629178061220000032e+06
1.007730000000000015e+00,2.630344387759999838e+06
1.007730000000000015e+00,2.630409183670000173e+06
1.007730000000000015e+00,2.630862755100000184e+06
1.007730000000000015e+00,2.630571173469999805e+06
1.007730000000000015e+00,2.630830357139999978e+06
1.007730000000000015e+00,2.630020408160000108e+06
1.007730000000000015e+00,2.630797959179999772e+06
1.007730000000000015e+00,2.630214795919999946e+06
1.007730000000000015e+00,2.630117602039999794e+06
1.007730000000000015e+00,2.630506377549999859e+06
1.007730000000000015e+00,2.629016071430000011e+06
1.007730000000000015e+00,2.630765561220000032e+06
1.007730000000000015e+00,2.630668367349999957e+06
1.007730000000000015e+00,2.628983673469999805e+06
1.007730000000000015e+00,2.630733163269999903e+06
1.007730000000000015e+00,2.630376785709999967e+06
1.007730000000000015e+00,2.630150000000000000e+06
1.007730000000000015e+00,2.630182397960000206e+06
1.007730000000000015e+00,2.630635969390000217e+06
1.007730000000000015e+00,2.629502040820000228e+06
1.007730000000000015e+00,2.630247193880000152e+06
1.007730000000000015e+00,2.629534438779999968e+06
1.007730000000000015e+00,2.631089540820000228e+06
1.007730000000000015e+00,2.629826020409999881e+06
1.007730000000000015e+00,2.629793622450000141e+06
1.007730000000000015e+00,2.630279591839999892e+06
1.007730000000000015e+00,2.631057142860000022e+06
1.007730000000000015e+00,2.628789285709999967e+06
1.007730000000000015e+00,2.629858418370000087e+06
1.007730000000000015e+00,2.631121938779999968e+06
1.007730000000000015e+00,2.629372448979999870e+06
1.007730000000000015e+00,2.630992346940000076e+06
1.007730000000000015e+00,2.629210459179999772e+06
1.007730000000000015e+00,2.629340051020000130e+06
1.007730000000000015e+00,2.630959948979999870e+06
1.007730000000000015e+00,2.629890816329999827e+06
1.007730000000000015e+00,2.630311989800000098e+06
1.007730000000000015e+00,2.628821683670000173e+06
1.007730000000000015e+00,2.629923214290000033e+06
1.007730000000000015e+00,2.631154336730000097e+06
1.007730000000000015e+00,2.629307653059999924e+06
1.007730000000000015e+00,2.629566836730000097e+06
1.007730000000000015e+00,2.630538775510000065e+06
1.007730000000000015e+00,2.629988010199999902e+06
1.007730000000000015e+00,2.630700765310000163e+06
1.007730000000000015e+00,2.630927551020000130e+06
1.007730000000000015e+00,2.629955612240000162e+06
1.007730000000000015e+00,2.629761224489999935e+06
1.023479999999999945e+00,2.630635969390000217e+06
1.023479999999999945e+00,2.630182397960000206e+06
1.023479999999999945e+00,2.630538775510000065e+06
1.023479999999999945e+00,2.630344387759999838e+06
1.023479999999999945e+00,2.630571173469999805e+06
1.023479999999999945e+00,2.630376785709999967e+06
1.023479999999999945e+00,2.630668367349999957e+06
1.023479999999999945e+00,2.630311989800000098e+06
1.023479999999999945e+00,2.630506377549999859e+06
1.023479999999999945e+00,2.630214795919999946e+06
1.023479999999999945e+00,2.630603571430000011e+06
1.023479999999999945e+00,2.630279591839999892e+06
1.023479999999999945e+00,2.630247193880000152e+06
1.023479999999999945e+00,2.630409183670000173e+06
1.023479999999999945e+00,2.631024744899999816e+06
1.023479999999999945e+00,2.629761224489999935e+06
1.023479999999999945e+00,2.629793622450000141e+06
1.023479999999999945e+00,2.631089540820000228e+06
